148503;3;1.00;1.00;0.33;0.89;0.86;0.33;0.73;0.91;0.82;0.67;1.00;0.50;0.01;-0.00;0.00;0.00;0.00;-0.22;0.22;0.20;0.60;0.44;0.62;0.67;0.56;0.22;0.44;1.00;0.67;0.78;0.22;0.56;0.44;1.00;1.00;0.83;0.67;0.83;0.22;0.22;0.33;0.11;0.44;1.00;0.00;0.00;0.00;0.00;0.56;0.00;0.78;0.00;0.33;0.00;0.40;0.60;0.00;0.80;0.20;0.80;0.40;0.60;0.00;0.00;0.00;0.00;0.00;0.99;0.38
132314;0;1.00;1.00;0.33;0.94;0.43;0.33;0.73;0.91;0.64;0.67;1.00;1.00;0.01;0.02;0.06;0.00;0.00;0.11;0.56;0.20;0.40;0.33;0.62;0.56;0.89;0.56;0.78;0.56;0.67;0.56;0.44;0.78;0.67;1.00;0.67;0.83;0.83;0.83;0.67;0.78;0.11;1.00;0.44;0.56;0.00;0.00;0.00;0.00;1.00;0.00;0.67;0.00;0.13;0.00;1.00;0.00;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.99;0.35
201732;0;0.00;0.97;0.33;0.22;0.86;1.00;0.29;0.18;0.45;0.67;1.00;0.50;0.04;-0.00;0.06;0.00;0.01;-0.33;0.33;0.20;0.60;0.33;0.50;0.78;0.56;0.33;0.56;0.89;0.56;0.11;0.22;0.33;0.56;0.83;0.33;0.83;0.83;0.67;0.33;0.44;0.67;0.44;0.44;0.56;0.60;0.00;0.00;0.80;0.56;0.00;0.67;0.00;0.07;0.80;0.00;0.40;0.40;0.40;0.20;0.60;0.20;0.40;0.20;0.20;0.20;0.40;0.00;0.99;0.35
165896;4;0.00;0.98;0.33;0.72;0.86;0.33;0.64;0.82;0.91;0.67;1.00;0.50;0.03;-0.00;0.00;0.00;0.00;0.22;0.56;0.60;1.00;0.33;0.38;0.67;0.44;0.44;0.78;0.67;0.78;1.00;0.67;1.00;0.44;1.00;0.50;1.00;1.00;1.00;0.89;0.89;0.67;0.78;0.67;0.56;0.80;0.20;0.00;0.60;1.00;0.00;0.33;0.00;0.40;0.60;0.60;0.00;0.40;0.40;0.20;0.00;0.20;0.60;0.00;0.60;0.20;0.40;0.00;0.99;0.35
149474;4;0.00;0.98;0.33;0.67;0.86;0.33;0.61;0.82;1.00;0.67;1.00;0.50;0.02;0.00;0.00;0.00;0.00;-0.48;0.84;0.36;0.31;0.30;0.55;0.60;0.57;0.50;0.56;0.46;0.56;0.55;0.61;0.45;0.56;0.57;0.73;0.67;0.60;0.53;0.52;0.56;0.52;0.59;0.47;0.53;0.20;0.19;0.36;0.29;0.50;0.20;0.41;0.07;0.44;0.47;0.25;0.27;0.44;0.20;0.35;0.39;0.43;0.47;0.33;0.40;0.59;0.72;0.40;0.99;0.47
102701;4;0.00;0.75;0.33;0.89;1.00;1.00;0.00;1.00;0.27;0.33;1.00;0.50;0.26;-0.00;0.00;0.00;0.00;-0.22;0.67;0.20;0.20;0.11;0.75;0.78;0.78;0.33;0.33;0.67;0.67;0.22;0.33;0.56;0.44;0.33;0.67;0.33;0.17;0.33;0.33;0.56;0.89;0.56;0.33;0.33;0.20;0.00;0.00;1.00;0.44;0.00;0.44;0.00;0.87;0.40;0.40;0.40;0.40;0.20;0.20;0.20;0.60;0.40;0.00;0.20;0.20;0.40;0.00;0.99;0.41
125086;0;0.00;0.95;0.33;0.22;0.43;1.00;0.60;0.82;0.45;0.67;1.00;0.50;0.06;-0.00;0.00;0.00;0.01;-0.89;0.11;0.20;1.00;0.33;1.00;0.56;1.00;0.11;0.56;1.00;0.89;0.67;0.22;0.67;0.11;1.00;0.50;1.00;0.83;1.00;0.44;0.33;0.11;0.22;0.44;0.22;0.00;0.00;0.00;1.00;0.11;0.20;1.00;0.00;0.87;0.00;0.00;0.00;0.00;0.40;0.00;0.80;0.00;0.00;0.00;0.80;0.00;1.00;0.00;0.99;0.35
46529;0;0.00;0.99;0.33;0.89;0.43;1.00;0.70;0.91;0.09;0.67;1.00;0.50;0.02;0.02;0.12;0.00;0.00;-0.78;0.22;0.20;0.60;0.11;0.88;0.56;1.00;0.44;0.56;0.78;0.44;0.56;0.33;0.22;0.44;0.83;0.50;0.83;0.83;0.83;0.33;0.22;0.11;0.33;1.00;0.44;0.00;0.00;0.00;0.00;0.56;0.00;0.78;0.00;0.33;0.80;0.00;0.60;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.99;0.65
66301;4;0.00;0.75;0.33;0.89;1.00;0.33;0.00;1.00;0.45;0.67;1.00;0.50;0.26;0.03;0.00;0.00;0.01;0.22;0.78;0.60;0.20;0.22;0.50;0.56;0.44;0.78;0.33;0.44;0.44;0.56;0.67;0.44;0.33;0.50;0.67;0.33;0.17;0.33;0.78;0.78;0.56;0.33;0.89;0.78;0.00;0.00;0.00;0.00;0.67;0.40;0.89;0.00;0.33;0.00;0.40;0.80;0.00;0.80;0.40;0.60;0.00;0.60;0.00;0.00;0.00;0.00;0.00;0.99;1.00
107873;0;0.00;0.99;0.33;0.89;0.86;1.00;0.49;0.64;0.18;0.67;1.00;0.50;0.02;-0.00;0.06;0.00;0.00;-1.00;0.11;0.20;0.60;0.11;0.38;0.78;0.56;1.00;0.33;0.67;0.44;0.67;0.56;0.22;0.44;1.00;1.00;0.83;1.00;0.67;0.56;0.44;0.44;0.22;0.56;0.67;0.00;0.00;0.00;0.40;0.44;0.00;0.78;0.00;0.40;0.00;0.00;0.60;0.00;0.20;0.80;0.80;0.00;0.00;0.00;0.60;0.00;0.40;0.00;1.00;0.97
