178259;0;0;117;1;10;6;1;54;7;8;2;2;1;5;0,924308582887685;1;0;0;-4;3;1;3;3;4;8;7;1;4;8;9;9;3;5;5;5;4;5;5;6;3;3;1;7;6;2;0;0;0;2;1;0;5;0;2;0;5;4;3;3;0;0;0;0;0;0;0;3;0;98;12
133003;3;1;121;1;12;6;3;46;5;5;2;2;1;1;-0,292245009765242;0;0;0;4;6;1;1;2;3;7;5;6;9;3;6;6;5;5;6;2;3;1;2;2;4;5;6;5;6;8;0;2;0;3;9;0;6;2;6;2;2;2;2;2;2;1;2;1;0;1;1;2;0;98;23
12054 ;4;0;115;1;16;6;1;49;6;8;2;2;1;7;-0,596383407928474;0;0;0;2;7;1;1;1;4;4;3;6;4;3;3;3;7;7;1;2;2;2;3;3;8;9;7;4;5;3;2;2;0;3;6;0;6;0;6;1;2;1;3;0;3;2;1;2;1;1;1;2;0;98;12
87384 ;4;0;105;1;16;7;1;53;7;9;1;2;1;17;1,83672377737738;0;0;1;4;8;2;1;2;4;5;5;5;6;3;6;2;8;7;1;4;1;3;4;2;9;9;4;6;6;5;3;0;0;3;9;1;7;0;6;2;5;1;2;0;2;0;0;2;0;0;2;3;0;98;22
130245;4;0;104;1;4;7;1;79;10;3;3;2;1;18;0,0118933883979897;0;0;0;2;6;1;1;3;7;2;9;5;4;4;5;2;2;5;4;3;5;3;2;3;7;6;6;5;7;3;0;0;0;2;4;0;6;0;6;2;2;2;3;2;2;4;0;0;0;0;1;2;0;98;34
114259;4;0;116;1;13;3;1;70;9;10;1;2;2;6;1,22844698105092;1;0;0;9;9;1;1;3;5;5;6;7;2;2;1;6;7;8;1;1;3;2;2;2;9;9;7;5;2;3;0;0;0;1;3;0;2;2;2;2;4;2;1;2;1;4;0;2;0;0;2;0;0;98;23
14270 ;3;0;120;3;4;3;1;43;5;4;3;2;1;2;1,83672377737738;2;0;0;1;4;2;1;2;5;5;6;3;8;7;5;5;4;5;7;4;4;3;3;3;5;4;3;6;3;7;0;4;0;3;5;0;6;0;6;3;0;0;2;2;4;0;0;3;0;0;0;3;0;98;13
39778 ;0;0;120;1;10;6;1;56;7;5;2;2;1;2;-0,900521806091706;0;0;0;2;4;1;1;5;4;2;6;3;3;6;3;2;5;6;2;4;3;3;3;3;5;5;4;1;7;4;0;0;0;1;4;0;3;0;6;2;2;3;0;3;3;0;0;3;0;2;0;0;0;98;12
205353;0;0;115;1;16;6;3;74;10;4;2;2;1;7;-0,292245009765242;0;0;0;-4;2;1;4;3;8;3;9;4;7;3;5;1;1;3;1;4;4;4;4;6;2;4;1;1;4;1;0;0;0;0;1;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;98;33
70712 ;4;0;119;1;16;3;3;47;6;7;2;2;1;3;1,83672377737738;0;0;0;2;6;1;1;5;5;5;5;7;4;4;5;4;7;6;7;4;5;1;2;2;8;7;7;6;7;3;3;3;0;1;3;0;4;0;5;0;2;3;2;3;1;0;2;2;1;0;1;2;0;98;13
149544;3;1;121;1;16;3;1;76;10;10;2;2;1;1;0,620170184724453;0;0;0;5;7;2;1;5;5;5;6;2;6;4;4;9;7;9;3;4;2;3;4;2;6;7;4;4;6;5;0;0;0;3;5;0;7;0;6;3;2;3;3;0;2;2;0;2;0;0;0;3;0;98;12
71473 ;0;0;120;1;16;6;3;51;6;11;2;2;1;2;0,0118933883979897;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186694;4;0;98;1;12;7;1;41;4;10;1;2;1;24;0,316031786561221;0;0;0;8;8;1;2;3;4;6;5;6;3;1;7;4;9;9;3;2;3;3;3;3;8;8;7;8;3;3;4;0;0;3;8;0;4;0;5;2;4;1;3;3;1;2;0;0;0;1;0;3;0;98;14
191180;0;0;116;3;7;5;3;33;3;1;2;2;1;6;-0,596383407928474;0;0;0;-7;4;1;2;1;5;5;8;6;3;5;3;2;6;3;3;5;5;4;4;3;6;5;5;7;4;4;2;0;0;5;1;0;3;0;13;3;3;0;0;1;1;0;0;4;3;2;0;5;0;99;33
7358  ;0;1;121;3;17;3;3;25;1;9;2;2;2;1;1,83672377737738;0;0;0;4;6;2;2;1;5;2;6;5;7;5;5;9;9;8;4;4;3;5;5;5;7;8;6;7;7;5;0;0;0;1;8;0;4;0;5;3;0;2;3;3;1;3;0;0;0;0;0;2;0;98;12
198284;0;1;121;1;10;6;3;53;7;1;2;2;1;1;-0,596383407928474;0;0;0;-7;1;1;3;2;1;4;5;3;5;7;4;1;3;2;5;6;6;5;4;5;4;2;4;4;6;2;0;0;0;3;3;0;8;0;3;4;2;5;0;2;1;0;2;2;0;0;2;3;0;99;33
147611;3;1;121;1;15;6;3;56;7;1;2;2;1;1;-0,900521806091706;0;0;0;-5;3;1;1;1;8;4;9;6;5;4;4;3;1;3;4;5;6;2;1;2;4;4;5;4;6;3;3;0;0;5;1;0;4;0;13;2;2;1;0;1;1;0;3;3;0;2;4;4;0;99;34
217862;4;0;106;1;7;7;1;0;11;9;3;2;1;16;0,316031786561221;0;0;0;8;8;1;1;1;6;3;7;4;7;4;5;8;7;8;2;1;4;3;3;3;8;8;6;8;6;5;0;0;0;3;5;0;7;0;6;0;3;1;2;2;2;3;1;0;0;0;3;2;0;98;24
108453;4;0;97;1;16;7;3;62;8;5;1;2;2;25;-0,596383407928474;0;0;0;4;5;1;1;1;5;4;5;6;5;3;6;3;5;4;4;2;4;3;3;3;5;6;1;6;5;3;0;0;0;0;9;0;6;0;6;4;0;0;4;0;5;0;0;0;0;0;0;0;0;98;23
