0;0;0.3831;1.3572;2.4477;3.7809;7.2125
1;0;0.6400;1.0255;1.7824;3.5278;6.0544
2;0;0.5891;0.8769;2.8506;3.4115;6.9285
3;0;1.3389;0.9025;2.2539;4.9482;6.6539
4;0;0.9714;1.0305;2.5891;4.0966;7.4059
5;0;1.0936;1.3943;1.2855;3.3313;7.0514
6;0;1.6843;0.7801;1.7658;4.3030;7.3410
7;0;1.7827;1.4265;1.3921;3.7608;6.3809
8;0;0.5571;1.1236;2.1347;3.2970;7.6586
9;0;0.2506;1.3603;1.4637;4.3171;7.6688
10;0;1.0940;0.6407;1.7299;3.7067;7.3780
11;0;0.3086;1.4119;2.1666;3.4213;6.1550
12;0;0.3744;0.6383;1.7151;3.9838;7.5796
13;0;0.2449;0.9811;2.4327;3.4482;7.7229
14;0;1.6509;0.9473;1.9700;3.9483;7.1917
15;0;4.7029;5.0058;8.9123;1.0923;4.3286
16;0;4.6649;4.6049;8.6100;1.3110;4.9165
17;0;5.7904;5.2234;8.7403;1.1546;5.8681
18;0;4.9162;5.1863;8.1447;1.6104;4.3563
19;0;5.5795;5.3333;9.3184;1.1570;4.1148
20;0;5.0331;4.9853;9.0094;0.0114;5.9190
21;0;4.3609;4.8200;8.9305;1.1135;5.7323
22;0;5.2073;5.3473;9.9421;1.8691;5.0056
23;0;4.8870;5.4286;8.4524;1.5989;5.0117
24;0;4.4564;4.7471;8.3842;0.4652;4.1045
25;0;4.7924;4.5948;9.7710;0.0590;5.3466
26;0;5.7087;5.0502;8.3173;0.8953;5.1117
27;0;4.3890;5.0482;9.7517;1.1668;4.2099
28;0;5.3872;4.7130;9.9044;1.4261;4.2951
29;0;4.9280;4.6424;8.1522;1.3625;5.8838
